Headword ;Başlık;List 
elephant;fil;2k
email;e-posta;2k
embarrass;utandırmak;2k
emotion;duygu;2k
empire;imparatorluk;2k
encourage;cesaretlendirmek;2k
enemy;düşman;2k
energy;enerji;2k
engage;angaje etmek;2k
engineer;mühendis;2k
enormous;kocaman;2k
entertain;eğlendirmek;2k
entire;bütün;2k
envelope;mektup;2k
environment;çevre;2k
equal;eşit;2k
equipment;teçhizat;2k
escape;kaçmak;2k
establish;kurmak;2k
estate;emlak;2k
event;etkinlik;2k
eventually;sonunda;2k
evidence;kanıt;2k
evil;fenalık;2k
exam;sınav;2k
examine;incelemek;2k
example;örnek;2k
excellent;harika;2k
exchange;değişme;2k
exercise;egzersiz yapmak;2k
exhaust;egzoz;2k
exist;var olmak;2k
expense;gider;2k
expose;ortaya çıkarmak;2k
extend;uzatmak;2k
extreme;aşırı;2k
fail;hata;2k
faint;bayılmak;2k
fairy;peri;2k
faith;inanç;2k
familiar;aşina;2k
famous;ünlü;2k
fan;fan;2k
fancy;süslü;2k
fantastic;fantastik;2k
fashion;moda;2k
fault;arıza;2k
favour;iyilik;2k
feather;tüy;2k
feature;özellik;2k
february;Şubat;2k
female;dişi;2k
fence;çit;2k
fetch;gidip getirmek;2k
file;dosya;2k
finance;finans;2k
firm;firma;2k
flag;bayrak;2k
flame;alev;2k
flash;flaş;2k
flight;uçuş;2k
flip;çevir;2k
float;batmadan yüzmek;2k
flood;sel basmak;2k
flow;akış;2k
fold;katlamak;2k
folk;halk;2k
fool;aptal;2k
foreign;yabancı;2k
forgive;affetmek;2k
forth;ileri;2k
fortnight;iki hafta;2k
fortune;talih;2k
fox;tilki;2k
frame;çerçeve;2k
frankly;açıkçası;2k
frog;kurbağa;2k
frost;don;2k
fruit;meyve;2k
frustrate;hayal kırıklığına uğratmak;2k
fry;yağda kızartmak;2k
fund;fon;2k
fur;kürk;2k
furniture;mobilya;2k
future;gelecek;2k
gain;kazanmak;2k
garage;garaj;2k
gate;geçit;2k
gather;toplamak;2k
gay;eşcinsel;2k
gear;vites;2k
generation;nesil;2k
gentleman;beyefendi;2k
ghost;hayalet;2k
giant;devasa;2k
gift;hediye;2k
glory;görkem;2k
goal;amaç;2k
golf;golf;2k
gorgeous;muhteşem;2k
grab;yakalamak;2k
grace;lütuf;2k
grade;seviye;2k
grand;büyük;2k
grant;hibe etmek;2k
grin;sırıtış;2k
grocer;bakkal;2k
guarantee;garanti;2k
guard;koruma;2k
guest;misafir;2k
guide;rehber;2k
guilty;suçlu;2k
habit;alışkanlık;2k
handy;kullanışlı;2k
harm;zarar;2k
heap;yığın;2k
heaven;cennet;2k
hedge;çit;2k
height;yükseklik;2k
hero;kahraman;2k
hesitate;tereddüt etmek;2k
hire;kiralamak;2k
hobby;hobi;2k
honey;Bal;2k
hook;kanca;2k
hotel;otel;2k
identify;tanımlamak;2k
idiot;salak;2k
ignore;görmezden gelmek;2k
ill;hasta;2k
illustrate;göstermek;2k
image;görüntü;2k
immediate;acil;2k
impress;etkilemek;2k
improve;geliştirmek;2k
inch;inç;2k
include;katmak;2k
income;gelir;2k
increase;arttırmak;2k
incredible;inanılmaz;2k
indicate;belirtmek;2k
individual;bireysel;2k
industry;endüstri;2k
influence;etkilemek;2k
injure;yaralamak;2k
innocent;masum;2k
insist;ısrar etmek;2k
inspect;incelemek;2k
instance;misal;2k
instant;ani;2k
instruct;talimat vermek;2k
instrument;enstrüman;2k
intend;niyet etmek;2k
intense;yoğun;2k
intent;niyet;2k
internet;internet;2k
interrupt;yarıda kesmek;2k
interview;röportaj;2k
introduce;tanıtmak;2k
investigate;araştırmak;2k
invite;davet etmek;2k
iron;ütü;2k
item;öğe;2k
jacket;ceket;2k
jam;reçel;2k
january;Ocak;2k
jaw;çene;2k
jeans;kot;2k
journey;seyahat;2k
joy;neşe;2k
juice;meyve suyu;2k
july;temmuz;2k
june;haziran;2k
junior;genç;2k
justice;adalet;2k
keen;hevesli;2k
kilometre;kilometre;2k
kindly;nazikçe;2k
knee;diz;2k
knife;bıçak;2k
knit;örgü;2k
knowledge;bilgi;2k
laboratory;laboratuvar;2k
labour;iş gücü;2k
lack;eksiklik;2k
lamb;kuzu;2k
lamp;lamba;2k
lane;Lane;2k
language;dil;2k
lasted;sürdü;2k
lawn;çim;2k
lawyer;avukat;2k
league;lig;2k
lean;eğilmek;2k
leap;sıçramak;2k
legal;yasal;2k
lend;ödünç vermek;2k
length;uzunluk;2k
lesson;ders;2k
library;kütüphane;2k
licence;lisans;2k
lid;kapak;2k
lightly;hafifçe;2k
likely;büyük ihtimalle;2k
limit;sınır;2k
lion;aslan;2k
loan;borç;2k
locate;yerini belirlemek;2k
log;kayıt;2k
lone;yalnız;2k
loose;gevşetmek;2k
loss;kayıp;2k
lower;daha düşük;2k
lump;yumru;2k
magazine;dergi;2k
magic;büyü;2k
mail;posta;2k
maintain;sürdürmek;2k
male;erkek;2k
mama;anne;2k
manner;biçim;2k
map;harita;2k
march;mart;2k
marvel;hayret;2k
mask;maske;2k
mass;yığın;2k
massive;cüsseli;2k
match;kibrit;2k
mate;mat;2k
material;malzeme;2k
mathematics;matematik;2k
maximum;maksimum;2k
measure;ölçüm;2k
meat;et;2k
medical;tıbbi;2k
medicine;ilaç;2k
melt;eritmek;2k
memory;hafıza;2k
mental;zihinsel;2k
merry;şen;2k
message;mesaj;2k
metal;maden;2k
metre;metre;2k
microwave;mikrodalga;2k
military;askeri;2k
mill;değirmen;2k
minister;bakan;2k
minor;küçük;2k
minus;eksi;2k
mirror;ayna;2k
mission;misyon;2k
mix;karışım;2k
model;modeli;2k
modern;modern;2k
monkey;maymun;2k
mood;mod;2k
moon;ay;2k
motor;motor;2k
mount;montaj;2k
mouse;fare;2k
mud;çamur;2k
murder;cinayet;2k
muscle;kas;2k
mystery;gizem;2k
nail;çivi;2k
nanny;dadı;2k
narrow;dar;2k
nasty;edepsiz;2k
native;yerli;2k
navy;donanma;2k
neither;hiç biri;2k
nerve;sinir;2k
nervous;gergin;2k
nest;yuva;2k
newspaper;gazete;2k
nor;ne de;2k
northern;kuzey;2k
november;kasım;2k
nut;ceviz;2k
oak;meşe;2k
object;nesne;2k
observe;gözlemlemek;2k
occasion;fırsat;2k
occur;meydana gelmek;2k
october;ekim;2k
official;resmi;2k
onion;soğan;2k
operate;işletmek;2k
opinion;fikir;2k
opportunity;fırsat;2k
oppose;karşı çıkmak;2k
opposite;zıt;2k
option;seçenek;2k
ordinary;sıradan;2k
organize;organize etmek;2k
original;orijinal;2k
otherwise;aksi takdirde;2k
oven;fırın;2k
owe;sahip olmak;2k
pan;tava;2k
panic;panik;2k
partner;ortak;2k
patch;yama;2k
path;yol;2k
patient;hasta;2k
pattern;model;2k
pause;duraklatma;2k
peace;barış;2k
pen;dolma kalem;2k
pension;emeklilik;2k
per;başına;2k
percent;yüzde;2k
perform;rol yapmak;2k
period;dönem;2k
pet;evcil hayvan;2k
physical;fiziksel;2k
piano;piyano;2k
pie;turta;2k
pig;domuz;2k
pile;yığın;2k
pin;pin;2k
pine;çam;2k
pink;pembe;2k
pipe;boru;2k
pitch;saha;2k
pity;acımak;2k
plain;ova;2k
plane;uçak;2k
planet;gezegen;2k
plastic;plastik;2k
plate;plaka;2k
pleasant;güzel;2k
pleasure;zevk;2k
plug;fiş;2k
pocket;cep;2k
poem;şiir;2k
poet;şair;2k
poison;zehir;2k
pole;kutup;2k
policy;politika;2k
polish;cila;2k
polite;kibar;2k
politics;siyaset;2k
pollute;kirletmek;2k
pool;havuz;2k
popular;popüler;2k
population;nüfus;2k
port;liman;2k
positive;pozitif;2k
possess;elinde bulundurmak;2k
potato;patates;2k
pour;dökmek;2k
practical;pratik;2k
practise;pratik;2k
pray;dua etmek;2k
prefer;tercih etmek;2k
pregnant;hamile;2k
president;başkan;2k
pressure;basınç;2k
presume;varsaymak;2k
pretend;numara yapmak;2k
prevent;önlemek;2k
previous;öncesi;2k
pride;gurur;2k
prime;astar vurmak;2k
print;baskı;2k
privacy;mahremiyet;2k
private;özel;2k
process;işlem;2k
produce;üretmek;2k
product;ürün;2k
profession;meslek;2k
progress;ilerlemek;2k
project;proje;2k
pronounce;telaffuz etmek;2k
property;mülk;2k
propose;önermek;2k
protest;protesto;2k
proud;gurur duymak;2k
prove;kanıtlamak;2k
provide;sağlamak;2k
pub;birahane;2k
pudding;puding;2k
pump;pompa;2k
punch;yumruk;2k
punish;cezalandırmak;2k
pup;yavru;2k
purchase;satın almak;2k
pure;saf;2k
purple;mor;2k
purpose;amaç;2k
qualify;hak kazanmak;2k
quality;kalite;2k
quit;çıkış yapmak;2k
quote;alıntı;2k
range;menzil;2k
rapid;ani;2k
rare;nadir;2k
rat;fare;2k
react;tepki vermek;2k
recall;hatırlamak;2k
receive;almak;2k
recipe;yemek tarifi;2k
reckon;tahmin temek;2k
recognize;tanımak;2k
recommend;tavsiye etmek;2k
recover;iyileşmek;2k
reduce;azaltmak;2k
refer;bahsetmek;2k
refrigerator;buzdolabı;2k
refuse;reddetmek;2k
regard;saygınlık;2k
region;bölge;2k
register;kayıt olmak;2k
regular;düzenli;2k
relax;rahatlamak;2k
release;serbest bırakmak;2k
relief;rahatlama;2k
rely;güvenmek;2k
remain;geriye kalmak;2k
remark;açıklama;2k
remind;hatırlatmak;2k
remove;kaldırmak;2k
repair;tamirat;2k
repeat;tekrarlamak;2k
replace;yer değiştirmek;2k
represent;temsil etmek;2k
require;gerekmek;2k
research;araştırma;2k
reserve;rezerv;2k
resist;direnmek;2k
respect;Saygı;2k
restaurant;restoran;2k
result;sonuç;2k
retire;emekli olmak;2k
rice;pirinç;2k
ridiculous;saçma;2k
rip;Huzur içinde yatsın;2k
risk;risk;2k
roar;kükreme;2k
rob;soymak;2k
role;rol;2k
roof;çatı;2k
root;kök;2k
rope;halat;2k
rot;çürüme;2k
row;sıra;2k
rowed;kürek çekmek;2k
royal;asil;2k
rub;ovmak;2k
rude;kaba;2k
ruin;mahvetmek;2k
rush;acele etmek;2k
saint;aziz;2k
sake;hatır;2k
salad;salata;2k
salary;maaş;2k
sale;satış;2k
salt;tuz;2k
sand;kum;2k
sandwich;sandviç;2k
satisfy;tatmin etmek;2k
sauce;sos;2k
sausage;sosis;2k
scale;ölçek;2k
scene;sahne;2k
schedule;takvim;2k
score;Gol;2k
scratch;çizik;2k
scream;bağırmak;2k
screen;ekran;2k
screw;vida;2k
seal;fok;2k
search;aramak;2k
season;mevsim;2k
seconds;saniye;2k
secret;gizli;2k
section;bölüm;2k
seed;tohum;2k
seek;aramak;2k
select;seçme;2k
senior;kıdemli;2k
sentence;cümle;2k
separate;ayırmak;2k
september;eylül;2k
series;seri;2k
sew;dikmek;2k
shade;gölge;2k
shadow;gölge;2k
shame;utanç;2k
sharp;keskin;2k
shave;tıraş olmak;2k
shed;baraka;2k
sheep;koyun;2k
sheet;çarşaf;2k
shelf;raf;2k
shell;kabuk;2k
shelter;barınak;2k
shift;vardiya;2k
shine;parlamak;2k
shiver;titreme;2k
shock;şok;2k
shore;sahil;2k
shove;kıpırdamak;2k
shower;duş;2k
signal;sinyal;2k
silence;sessizlik;2k
silver;gümüş;2k
similar;benzer;2k
sink;atmak;2k
site;alan;2k
ski;kayak;2k
skill;yetenek;2k
skirt;etek;2k
slave;köle;2k
slide;slayt;2k
smart;akıllı;2k
smash;paramparça etmek;2k
smooth;düz;2k
snake;yılan;2k
snap;patlatmak;2k
social;sosyal;2k
society;toplum;2k
sock;çorap;2k
soil;toprak;2k
soldier;asker;2k
solid;sağlam;2k
somewhat;biraz;2k
sore;yara;2k
sorted;sıralanmış;2k
soul;ruh;2k
soup;çorba;2k
southern;güney;2k
spare;kıyamamak;2k
species;türler;2k
specific;özel;2k
speech;konuşma;2k
speed;hız;2k
spell;hecelemek;2k
spin;döndürmek;2k
spirit;ruh;2k
split;bölmek;2k
spoil;şımartmak;2k
spray;sprey;2k
spread;yaymak;2k
stable;stabil;2k
staff;kadro;2k
stairs;merdiven;2k
stamp;damga vurmak;2k
standard;standart;2k
starve;açlıktan ölmek;2k
states;eyaletler;2k
steady;sabit durmak;2k
steak;biftek;2k
steam;buhar;2k
steel;çelik;2k
stiff;sert;2k
stir;karıştırmak;2k
stock;stoklamak;2k
stomach;karın;2k
storm;fırtına;2k
strawberry;çilek;2k
stream;aktarım;2k
strength;kuvvet;2k
stress;stres;2k
stretch;uzatmak;2k
string;sicim;2k
strip;şerit;2k
stroke;felç;2k
struggle;çabalamak;2k
style;stil;2k
success;başarı;2k
suck;emmek;2k
suffer;acı çekmek;2k
sugar;şeker;2k
super;süper;2k
supply;tedarik;2k
surface;yüzey;2k
surround;çevrelemek;2k
survive;hayatta kalmak;2k
suspect;şüphelenmek;2k
suspicion;şüphe;2k
swallow;yutmak;2k
swear;küfür;2k
sweep;süpürmek;2k
swing;sallanmak;2k
switch;anahtar;2k
sword;kılıç;2k
tale;masal;2k
tank;tankı;2k
tap;musluk;2k
taxi;taksi;2k
tease;alay etmek;2k
technology;teknoloji;2k
teenage;genç;2k
tempt;baştan çıkarmak;2k
tense;gergin;2k
tent;çadır;2k
th;bu;2k
theatre;tiyatro;2k
therefore;Öyleyse;2k
thief;hırsız;2k
thin;ince;2k
threat;tehdit;2k
thus;Böylece;2k
ticket;bilet;2k
tide;gelgit;2k
tin;kalay;2k
tiny;minik;2k
tip;uç;2k
title;başlık;2k
toast;tost;2k
toe;ayak parmağı;2k
toilet;tuvalet;2k
tomato;domates;2k
tone;ton;2k
tongue;dil;2k
tool;alet;2k
topic;başlık;2k
tough;zorlu;2k
tour;tur;2k
towel;havlu;2k
tower;kule;2k
toy;oyuncak;2k
trace;iz;2k
trade;ticaret;2k
tradition;gelenek;2k
traffic;trafik;2k
transfer;aktarma;2k
trap;tuzak;2k
tray;tepsi;2k
trial;duruşma;2k
trick;kandırmak;2k
truck;kamyon;2k
trunk;gövde;2k
tune;melodi;2k
twin;ikiz;2k
twist;büküm;2k
typical;tipik;2k
union;birlik;2k
unit;birim;2k
unite;birleşmek;2k
university;üniversite;2k
upper;üst;2k
upset;üzgün;2k
valley;vadi;2k
value;değer;2k
various;çeşitli;2k
vary;çeşitli;2k
vegetable;sebze;2k
vehicle;araç;2k
version;versiyon;2k
victim;kurban;2k
village;köy;2k
violent;şiddetli;2k
vote;oy;2k
wage;maaş;2k
wander;dolaşmak;2k
warn;uyarmak;2k
weak;zayıf;2k
weapon;silah;2k
wed;evlenmek;2k
weed;esrar;2k
weird;garip;2k
welcome;Hoş geldin;2k
western;batılı;2k
whereas;halbuki;2k
whip;kırbaç;2k
whistle;düdük;2k
wicked;kötü;2k
wing;kanat;2k
wipe;silip süpürmek;2k
wire;tel;2k
wise;bilge;2k
witness;tanık;2k
wolf;kurt;2k
wool;yün;2k
worm;solucan;2k
wound;yara;2k
wrap;dürüm;2k
yell;bağırmak;2k
abandon;terk etmek;3k
abort;iptal etmek;3k
abroad;yurt dışı;3k
absence;yokluk;3k
absorb;emmek;3k
abstract;soyut;3k
abuse;suistimal etmek;3k
academy;akademi;3k
accelerate;hızlanmak;3k
accommodate;karşılamak;3k
accompany;eşlik etmek;3k
accomplish;sonuçlandırmak;3k
accountable;sorumlu;3k
accumulate;biriktirmek;3k
accurate;kesin;3k
ache;ağrı;3k
achieve;başarmak;3k
acknowledge;kabullenmek;3k
acquire;elde etmek;3k
acquisition;kazanma;3k
acre;dönüm;3k
addict;bağımlı;3k
adequate;yeterli;3k
adjust;ayarlamak;3k
administration;yönetim;3k
administrative;idari;3k
administrator;yönetici;3k
admission;kabul;3k
adolescent;ergen;3k
adopt;evlat edinmek;3k
advocate;avukat;3k
affection;alaka;3k
affirm;onaylamak;3k
agency;ajans;3k
agenda;gündem;3k
aggressive;agresif;3k
agriculture;tarım;3k
aim;amaç;3k
aircraft;uçak;3k
airline;havayolu;3k
album;albüm;3k
alert;uyarı;3k
alien;yabancı;3k
allege;iddia etmek;3k
alliance;ittifak;3k
allocate;tahsis etmek;3k
ally;müttefik;3k
alongside;yanında;3k
alternative;alternatif;3k
amend;değiştirmek;3k
analyse;analiz etmek;3k
analyst;analist;3k
ancient;antik;3k
angle;açı;3k
annual;yıllık;3k
anticipate;beklemek;3k
anxiety;endişe;3k
apology;özür;3k
appropriate;uygun;3k
approve;onaylamak;3k
approximate;yaklaşık;3k
archaeology;arkeoloji;3k
architect;mimar;3k
architecture;mimari;3k
arise;kalkmak;3k
armed;silahlı;3k
aspect;bakış açısı;3k
assault;saldırı;3k
assemble;bir araya getirmek;3k
assembly;toplantı;3k
assert;ileri sürmek;3k
assess;değer biçmek;3k
asset;varlık;3k
assign;atamak;3k
assumption;varsayım;3k
athlete;atlet;3k
atom;atom;3k
attribute;bağlanmak;3k
audience;kitle;3k
audit;denetim;3k
author;yazar;3k
authorise;yetki vermek;3k
authority;yetki;3k
award;ödül;3k
bacterium;bakteri;3k
ban;yasak;3k
bargain;pazarlık;3k
barrier;bariyer;3k
beam;ışın;3k
behave;davranmak;3k
behaviour;davranış;3k
belief;inanç;3k
bench;tezgah;3k
bias;ön yargı;3k
bible;İncil;3k
bid;teklif etmek;3k
biological;biyolojik;3k
bishop;piskopos;3k
blast;büyük patlama;3k
blend;karışım;3k
boost;artırmak;3k
border;sınır;3k
boundary;sınır;3k
broadcast;yayın;3k
budget;bütçe;3k
burden;yük;3k
bureau;büro;3k
cabinet;kabine;3k
campaign;kampanya;3k
cancel;iptal etmek;3k
cancer;kanser;3k
candidate;aday;3k
capacity;kapasite;3k
capture;esir almak;3k
carbon;karbon;3k
carve;oymak;3k
catalogue;katalog;3k
category;kategori;3k
catholic;Katolik;3k
cattle;sığır;3k
cease;durdurmak;3k
celebrate;kutlamak;3k
cell;hücre;3k
ceremony;tören;3k
chairman;başkan;3k
chamber;odacık;3k
characteristic;karakteristik;3k
charity;hayır kurumu;3k
chart;çizelge;3k
charter;kiralama;3k
chemical;kimyasal;3k
cheque;kontrol etmek;3k
chill;sakin olmak;3k
circuit;devre;3k
circulate;dolaşıma sokmak;3k
cite;alıntı yapmak;3k
civil;sivil;3k
civilian;sivil;3k
civilise;medenileştirmek;3k
clarify;açıklamak;3k
clause;madde;3k
client;müşteri;3k
climate;iklim;3k
clinic;klinik;3k
cluster;küme;3k
coalition;koalisyon;3k
code;kod;3k
coin;madeni para;3k
coincide;çakışmak;3k
collaborate;işbirliği yapmak;3k
collapse;yıkılmak;3k
colleague;iş arkadaşı;3k
colony;koloni;3k
column;kolon;3k
combat;dövüş;3k
comedy;komedi;3k
commission;komisyon;3k
communicate;iletişim;3k
communist;komünist;3k
companion;arkadaş;3k
compensate;telafi etmek;3k
compete;rekabet etmek;3k
competent;yetkili;3k
complaint;şikayet;3k
complex;karmaşık;3k
component;bileşen;3k
compose;beste yapmak;3k
compound;birleştirmek;3k
comprehensive;kapsayıcı;3k
comprise;içermek;3k
compromise;anlaşmak;3k
conceive;hamile kalmak;3k
concept;kavram;3k
concert;konser;3k
conclude;sonuçlandırmak;3k
conclusion;çözüm;3k
concrete;beton;3k
condemn;kınamak;3k
conduct;yönetmek;3k
confer;görüşmek;3k
confess;itiraf etmek;3k
confidence;kendinden emin;3k
confident;kendinden emin;3k
confine;sınırlamak;3k
confirm;onaylamak;3k
conflict;anlaşmazlık;3k
confront;yüzleşmek;3k
congress;kongre;3k
consent;onay;3k
consequence;sonuçlar;3k
consequent;sonuç olarak;3k
conservative;tutucu;3k
conserve;korumak;3k
considerable;hatırı sayılır;3k
consist;meydana gelmek;3k
consistent;tutarlı;3k
constitute;oluşturmak;3k
constitution;anayasa;3k
constrain;kısıtlamak;3k
construct;inşa etmek;3k
consult;danışmak;3k
consume;tüketmek;3k
consumption;tüketim;3k
contemporary;modern;3k
contend;çekişmek;3k
content;içerik;3k
contest;yarışma;3k
context;bağlam;3k
continent;kıta;3k
contradict;yalanlamak;3k
contrast;zıtlık;3k
controversy;tartışma;3k
convention;kongre;3k
convert;dönüştürmek;3k
convey;iletmek;3k
convict;mahkum;3k
cooperate;işbirliği yapmak;3k
coordinate;koordinat;3k
core;çekirdek;3k
corporate;kurumsal;3k
correlate;ilişkilendirmek;3k
correspond;karşılık gelmek;3k
correspondent;muhabir;3k
corridor;koridor;3k
corrupt;yozlaşmış;3k
counsel;avukat;3k
courage;cesaret;3k
craft;zanaat;3k
crew;mürettebat;3k
crisis;kriz;3k
criteria;kriterler;3k
critic;eleştirmen;3k
criticise;eleştirmek;3k
criticism;eleştiri;3k
crop;mahsul;3k
crucial;hayati;3k
cruise;dolaşmak;3k
crush;ezmek;3k
crystal;kristal;3k
currency;para birimi;3k
curriculum;müfredat;3k
curtain;perde;3k
curve;eğri;3k
custom;gelenek;3k
cycle;döngü;3k
damn;lanet etmek;3k
damp;nemli;3k
data;veri;3k
database;veritabanı;3k
debate;çekişme;3k
decade;on yıl;3k
declare;ilan etmek;3k
decline;reddetmek;3k
decrease;azaltmak;3k
dedicate;adamak;3k
defeat;yenmek;3k
defend;savunmak;3k
defendant;sanık;3k
deficit;açık;3k
define;tanımlamak;3k
delay;gecikme;3k
delegate;temsilci;3k
deliberate;kasıtlı;3k
democracy;demokrasi;3k
democrat;demokrat;3k
demonstrate;göstermek;3k
dense;yoğun;3k
depict;tasvir etmek;3k
deposit;mevduat;3k
deputy;milletvekili;3k
derive;türetmek;3k
descend;inmek;3k
description;Tanım;3k
designate;belirlemek;3k
despite;aksine;3k
destruction;yıkım;3k
devastate;harap etmek;3k
device;cihaz;3k
devote;adamak;3k
dialogue;diyalog;3k
dictate;dikte;3k
differ;farklı;3k
digital;dijital;3k
dimension;boyut;3k
diplomat;diplomat;3k
disabled;engelli;3k
disagree;aynı fikirde olmamak;3k
disaster;felaket;3k
disc;disk;3k
discharge;deşarj;3k
discount;indirim;3k
discourse;söylem;3k
discreet;sağduyulu;3k
discriminate;ayrımcılık yapmak;3k
dismiss;azletmek;3k
disorder;düzensizlik;3k
display;görüntülemek;3k
dispose;elden çıkarmak;3k
dispute;anlaşmazlık;3k
disrupt;bozmak;3k
distant;mesafe;3k
distinct;belirgin;3k
distinguish;ayırt etmek;3k
distribute;dağıtmak;3k
diverse;türlü;3k
division;bölüm;3k
doctrine;doktrin;3k
document;belge;3k
domestic;yerel;3k
dominant;baskın;3k
dominate;hakim olmak;3k
donate;bağış yapmak;3k
dose;doz;3k
draft;taslak;3k
drain;boşaltmak;3k
drift;sürüklenme;3k
drill;delmek;3k
duke;dük;3k
eager;istekli;3k
eastern;doğu;3k
echo;yankı;3k
edition;baskı;3k
effective;etkili;3k
efficient;verimli;3k
elaborate;detaylandırmak;3k
electronic;elektronik;3k
element;eleman;3k
eliminate;elemek;3k
elite;elit;3k
embrace;kucaklamak;3k
emerge;meydana gelmek;3k
emergency;acil durum;3k
emit;yaymak;3k
emphasis;vurgu;3k
emphasise;vurgu;3k
enable;olanak vermek;3k
encounter;rastlamak;3k
endorse;onaylamak;3k
endure;dayanmak;3k
enforce;zorlamak;3k
enhance;genişletmek;3k
ensure;emin olmak;3k
enterprise;girişim;3k
enthusiasm;heves;3k
enthusiastic;hevesli;3k
entitle;hak vermek;3k
entrance;giriş;3k
entry;giriş;3k
episode;bölüm;3k
equation;denklem;3k
equivalent;eş değer;3k
era;çağ;3k
error;hata;3k
essay;makale;3k
essential;gerekli;3k
estimate;tahmin etmek;3k
etc;vesaire;3k
ethnic;etnik;3k
evaluate;değerlendirmek;3k
evident;apaçık;3k
evolution;evrim;3k
evolve;evrim geçirmek;3k
exceed;aşmak;3k
exception;istisna;3k
excess;aşırı;3k
exclude;hariç tutmak;3k
exclusive;özel;3k
execute;uygulamak;3k
executive;yönetici;3k
exhibit;sergilemek;3k
expand;genişletmek;3k
expansion;genleşme;3k
expenditure;harcama;3k
experiment;deney;3k
expert;uzman;3k
explicit;açık;3k
exploit;faydalanmak;3k
explore;keşfetmek;3k
explosion;patlama;3k
export;ihracat;3k
